StorviltID;KategoriSkutt;SkuttDato;SettOgSkuttUid;Merkelappnummer;Art;Slaktevekt;KontrollertVekt;Jaktfeltid
58034;31;30/09/2024 14:15:00;BC409C34-C6AF-448F-B9C6-5DC4F654DBC0;;1;230,0;;5628J0021
58035;32;25/09/2024 00:00:00;E1E5C75A-4995-4D64-96B3-C8EDB1BEB1BA;;1;170,0;;5628J0021
58039;12;30/09/2024 14:24:00;F2633733-B090-44A1-9136-CEE1C288D059;;1;;;5628J0023
58041;31;29/09/2024 15:50:00;2448B554-7C65-4E01-8B7B-45E48E3B3AB6;;1;;;5628J0023
58042;32;25/09/2024 17:51:00;60BA3D31-05C0-473E-A6F9-CF74BD090143;;1;;;5628J0023
58046;22;26/09/2024 16:17:00;25AEE7BC-B5D5-4F0F-88CE-B2309D17F5F6;;1;143,0;;5628J0041
58052;11;01/10/2024 18:42:00;613DC054-B9A3-4550-A708-8770464E321A;;1;71,0;;5628J0055
58058;21;01/10/2024 00:00:00;635568c8-5ed2-4b7a-ba94-6a4d6264f69f;;1;;;5628J0026
58059;31;01/10/2024 00:00:00;3f7c7e13-4f50-49e6-83fd-c8519e61afb4;;1;;;5628J0026
58064;12;27/09/2024 09:18:00;;;1;66,0;;5628J0028
58066;32;02/10/2024 09:14:00;;;1;;;5628J0028
58082;12;26/09/2024 00:00:00;fb40d87b-ef8d-4865-8ef9-1a0cd7c784eb;100000058082;1;63,0;;5628J0033
58084;31;26/09/2024 00:00:00;4eb6f26d-cdb9-4b0e-bbe4-62be826c9467;100000058084;1;285,0;;5628J0033
58085;31;29/09/2024 00:00:00;3dc1c477-051b-4a7a-b8c8-63cf576a26cc;100000058085;1;175,0;;5628J0033
58090;12;30/09/2024 00:00:00;4293973d-4f7d-4838-8f57-7f28f6f091b4;;1;59,0;;5628J0034
58091;22;30/09/2024 00:00:00;ebe2e0fa-5201-406f-a3bd-bbb073c53666;;1;133,0;;5628J0034
58094;12;25/09/2024 05:43:00;7C5E1787-C54B-4151-BA6D-E48EEC1ABF7C;;1;;;5628J0035
58095;11;25/09/2024 12:53:00;DB724D05-73BB-4BFD-96EF-9986730640A7;;1;;;5628J0035
58097;32;25/09/2024 07:29:00;C469B9FD-CFF3-413E-8118-DF0974233A75;;1;;;5628J0035
58098;12;27/09/2024 09:41:00;59D705E7-DECF-406C-B8FA-263470E88882;;1;53,0;;5628J0036
58099;21;27/09/2024 06:30:00;F259F61B-609D-4A3E-912B-218F0FF2870F;;1;125,0;;5628J0036
58100;31;29/09/2024 13:01:00;FCCF52A6-4262-445F-AD0A-76F696F5FA60;;1;;;5628J0036
58104;31;27/09/2024 18:00:00;EB4A0B2E-1FA0-4EBF-8173-A99EF5F61513;;1;;;5628J0037
58105;32;25/09/2024 12:24:00;1266EEB8-DE38-4DB3-A36F-EFF6992A7DE5;;1;;;5628J0037
58107;32;26/09/2024 00:00:00;366D4AAE-DDAD-4C4E-A0ED-E2DECD4A45D5;;1;;;5628J0047
58108;31;25/09/2024 14:25:00;E19F646F-128F-428C-9B3C-AE339C7FFD17;;1;;;5628J0047
58113;21;29/09/2024 20:28:00;6FD95222-EA18-4593-9204-9903EB7BDA33;;1;;;5628J0046
58118;32;25/09/2024 00:00:00;;;1;175,0;;5628J0040
58119;11;29/09/2024 00:00:00;7e34f49c-4e4b-46c1-95b2-5dd7a16589e4;;1;;;5628J0048
58121;31;28/09/2024 00:00:00;0f4f8d3b-8a46-4787-98ba-9a359219418b;;1;;;5628J0048
58124;31;25/09/2024 00:00:00;231e123b-a51d-4758-80df-c193ad75f0fb;;1;255,0;;5628J0049
58131;12;29/09/2024 00:00:00;baedc2ac-a93f-4ad4-b99c-7eb3153f19d6;;1;72,0;;5628J0052
58135;12;30/09/2024 00:00:00;d518efb7-0ad7-412b-8d3c-5c7dd64125b0;;1;;;5628J0053
58143;31;26/09/2024 05:27:00;;;1;;;5605J0037
58145;21;29/09/2024 18:36:00;2EC1C3DA-A877-4D79-A738-220B32E9512D;;1;144,0;;5605J0038
58146;31;01/10/2024 00:00:00;2f7983a6-d8b4-4afb-b25b-7f78d2543ae1;;1;;;5605J0038
58150;12;28/09/2024 15:39:00;093C5545-6816-4918-8DDE-1462F1CDD52B;;1;78,0;;5605J0027
58156;12;26/09/2024 13:50:00;61584CBC-7A98-4184-8389-576AE567F63C;;1;62,0;;5605J0039
58159;31;29/09/2024 00:00:00;f58d2000-dee2-4500-9383-da8167773fd0;;1;;;5605J0040
58170;31;25/09/2024 00:00:00;3795818d-c1a4-4535-b1bf-98bbc00d7c25;;1;260,0;;5605J0009
58172;22;29/09/2024 04:39:00;2BAF2E58-A3A4-461C-A6A3-9A63B9CC0586;;1;;;5605J0010
58173;31;30/09/2024 14:43:00;0A199D2A-CF6F-4B89-AF2C-DD28C0C12125;;1;;;5605J0010
58175;32;28/09/2024 00:00:00;9d0573eb-5f82-4a06-920b-e15c120577b9;;1;190,0;;5605J0011
58176;31;01/10/2024 00:00:00;b57056f1-4f59-4c72-a6ad-4c50ef6d1eba;;1;153,0;;5605J0011
58194;32;27/09/2024 00:00:00;3e6907f4-02db-458f-95b9-774b47e220b1;;1;156,0;;5605J0032
58206;32;30/09/2024 00:00:00;418c664b-1257-4061-aabb-bab40ccecf67;;1;149,0;;5605J0051
58212;12;28/09/2024 00:00:00;;;1;57,0;;5605J0015
58213;11;30/09/2024 17:44:00;;;1;76,0;;5605J0016
58214;12;30/09/2024 17:45:00;;;1;71,0;;5605J0016
58215;22;01/10/2024 00:00:00;;;1;;;5605J0017
58217;31;29/09/2024 00:00:00;;;1;205,0;;5605J0018
58220;32;27/09/2024 18:23:00;95448B77-A842-45C5-BBE4-0762CC7CD66B;;1;148,0;;5605J0041
58222;31;02/10/2024 07:39:00;C1DF714A-FA90-4AB8-9CCA-93BD91EBDD85;;1;;;5605J0042
58224;31;26/09/2024 07:08:00;DC35EB73-F663-4777-8E2B-BF554A31701B;;1;182,0;;5605J0020
58225;12;26/09/2024 10:47:00;;;1;62,0;;5605J0021
58226;11;27/09/2024 00:00:00;;;1;56,0;;5605J0021
58234;31;27/09/2024 00:00:00;f32cc98a-b376-461f-a44f-ece7b39d5cab;;1;;;5605J0023
58236;31;29/09/2024 00:00:00;;;1;;;ERR
58237;12;29/09/2024 00:00:00;EDF459D0-862A-4905-A95A-F6ADE4D45A43;;1;85,0;;5605J0044
58238;31;26/09/2024 06:59:00;B27838C9-3B9E-4D77-BB9E-DED8B62A63F0;;1;250,0;;5605J0044
58240;31;27/09/2024 00:00:00;79a9ddff-e276-4ffc-b4fe-2741d7bbeff6;;1;185,0;;5605J0046
58242;31;25/09/2024 00:00:00;a7cc2ccc-134b-4c59-afb2-4db11a680076;;1;286,0;;5605J0049
58244;12;04/09/2024 08:29:00;A2D2BDC0-E1A2-46F9-963E-41B840CE7339;;1;55,0;;0000J0018
58645;11;18/09/2024 09:05:00;A9D4D25C-9F05-415D-975D-8F14E46ADCCD;;2;50,0;;ERR
58667;11;01/09/2024 00:00:00;1d85cddd-540a-4ca2-b7c0-486631345b18;100000483782;2;29,0;;4010J0061
58668;12;14/09/2024 00:00:00;b22303d6-caad-40e5-9173-70e1ace403a2;;2;31,0;;4010J0061
58669;32;01/09/2024 00:00:00;4d02c3b7-7d71-41ef-b3c7-6453c3e8824c;100000483783;2;55,0;;4010J0061
58670;22;02/09/2024 00:00:00;2fa1129b-eaa9-4db3-8cf9-f38df54f511b;100000483784;2;51,0;;4010J0061
58723;31;19/09/2024 13:21:00;25937749-A6A0-470B-8366-779FF64FE252;;2;20,0;;4010J0055
58732;12;05/09/2024 00:00:00;920ee19e-5d64-419c-a114-0fc00524c844;100000518136;2;20,0;;4010J0012
58748;11;01/09/2024 20:10:00;71EC6914-0EB1-4979-9F61-AE1801E2793F;100000395971;2;18,0;;4010J0008
58759;32;12/09/2024 07:04:00;6EEA2EE0-89E7-4214-BA9A-C473C241514C;100000518125;2;59,0;;4010J0007
58764;12;06/09/2024 18:17:00;5E6B86F6-9A3F-4D1C-9789-E24052FB6868;;2;18,0;;ERR
58765;12;06/09/2024 18:18:00;EFD542BB-0156-44E7-AC2E-52D8B990C818;;2;23,0;;ERR
58782;21;02/10/2024 08:34:00;85B5AB30-1C9C-4D2B-B8F1-8D16EC0F37B9;;1;;;5044J0012
58783;12;25/09/2024 00:00:00;18bec0d7-16fa-43bc-9463-5773e4453b83;;1;44,0;;5041J0072
58784;31;26/09/2024 14:07:00;3D3550DE-24D3-4BD5-A5D4-A63057CB5797;;1;155,0;;5041J0072
58805;21;27/09/2024 00:00:00;15fe1065-deca-4285-8446-a18c2b7bd2ec;;1;130,0;;5603J0001
58806;11;25/09/2024 10:18:00;DE818FD5-964F-448C-9833-001883AE2B9B;100000058806;1;56,0;;5603J0003
58807;31;27/09/2024 13:39:00;5CD08E91-A3DA-48EC-9840-C25185726EB4;100000058807;1;125,0;;5603J0003
58814;32;30/09/2024 13:44:00;;;1;;;5636J0030
58817;11;19/09/2024 00:00:00;da0f0560-4351-4533-883d-a9f122f83883;;1;36,0;;ERR
58823;32;27/09/2024 00:00:00;3f316e58-570f-4c8e-97cd-b0b619561ed7;;2;53,0;53,0;3432J0016
58824;32;28/09/2024 00:00:00;164d006c-e991-48b8-be29-dfda81daccdb;;2;;;3432J0016
58825;31;28/09/2024 00:00:00;a73dd1e2-6d41-4ac9-a91d-22a4463ea429;;2;133,0;133,0;3432J0016
58839;31;28/09/2024 00:00:00;2441A962-048F-4103-B5D7-149B50D89528;;1;222,0;222,0;3432J0015
58844;31;08/09/2024 00:00:00;CDB13C4C-5D1F-46A7-AF7C-0DBCDCFFC6A1;;2;54,0;54,0;3432J0015
58846;22;29/09/2024 13:58:00;71ED3FD8-B15C-457E-9C73-7DEFF537725E;;1;113,0;113,0;5044J0011
58863;12;29/09/2024 10:26:00;6BFA5340-C4AD-4622-9C73-E2567FC7FE9F;;1;46,0;;5025J0004
58881;12;29/09/2024 19:51:00;7A6BA75B-D324-4CFA-B816-EA37814405B6;;1;59,0;;5025J0008
58891;22;27/09/2024 00:00:00;;;1;86,0;;5025J0009
58899;12;29/09/2024 13:50:00;66F61809-DE96-473B-8F46-17EB8402EF90;;1;70,0;;5025J0020
58905;21;28/09/2024 17:27:00;65AC4D05-5789-4E52-83CD-161866AE6402;;1;132,0;132,0;5044J0012
58906;11;30/09/2024 07:58:00;81C8C3F9-02F3-40A8-9E48-533B4523C5EC;;1;24,0;;5044J0051
58908;21;30/09/2024 08:02:00;3F266DC0-1B48-4820-B522-3A7219ADB672;;1;112,0;;5044J0051
58914;31;30/09/2024 18:27:00;1F5BFF4A-DA54-46D0-BB6F-41328B07B634;;1;;;3440J0012
58924;11;30/09/2024 11:16:00;695C3864-A841-4093-A369-393667A99230;;1;60,0;;3440J0014
58925;11;30/09/2024 00:00:00;99C0F8D4-A577-4115-94B5-557785E84937;;1;50,0;;3440J0014
58927;31;26/09/2024 00:00:00;928ebaec-ff5a-4e87-89a5-cc3f0695d626;;1;234,0;233,0;3440J0029
58928;22;28/09/2024 00:00:00;3a0a1375-cb4b-4cea-aba6-24f6345cf33a;;1;112,0;;3440J0029
58935;21;30/09/2024 00:00:00;b1c0d187-8824-4485-99d6-6dbd3a7d6e45;100000504336;1;84,0;84,0;3440J0016
58940;31;29/09/2024 17:44:00;4D3F997A-D8EF-4D1E-87A5-32AE8134C9C5;;1;243,0;;3440J0031
58942;21;29/09/2024 17:47:00;88090814-FF22-4A3E-B454-2787C0A944B3;;1;147,0;;3440J0031
58943;12;30/09/2024 15:57:00;20DAA3D5-735A-43F1-A462-180729A8D62A;;1;44,0;;3440J0031
58944;12;25/09/2024 00:00:00;F3CF28AF-35BF-4452-99A8-229F903FE312;;1;;61,0;3440J0031
58945;21;29/09/2024 17:48:00;CDCA977D-BD3E-4445-BF02-1E1DF6ED9598;;1;118,0;;3440J0031
58946;21;29/09/2024 17:45:00;D1167F33-2929-413F-8BDA-76CF0DB985CE;;1;169,0;;3440J0031
58947;31;26/09/2024 00:00:00;5B85E3BB-5637-4AA5-A305-61E2634411C6;;1;183,0;180,0;3440J0018
58948;11;28/09/2024 00:00:00;F1DE1EA8-326E-4C0F-A6DD-82978D78E0BB;;1;46,0;43,0;3440J0018
58950;31;30/09/2024 14:20:00;CE9E86B4-DEFF-4765-8B23-A10B8ED2D1F5;;1;;;3440J0019
58951;32;27/09/2024 12:05:00;8692AC29-5C32-47C7-85DD-B3FED9F3D768;;1;165,0;;3440J0019
58952;11;27/09/2024 12:09:00;055FF03C-63CD-4F97-ABDA-F7D6ED568032;;1;71,0;;3440J0019
58953;21;28/09/2024 00:00:00;9F435BE0-F050-41E3-BF59-B6EF9C221219;;1;132,0;;3440J0019
58954;11;30/09/2024 14:19:00;5BADB0AC-1AEE-446E-B043-44C5222B02E6;;1;;;3440J0019
58956;11;28/09/2024 16:45:00;7608F596-23FC-47F2-BDAD-CDF1954C7F73;;1;63,0;;3440J0019
58958;32;27/09/2024 15:40:00;E08295C9-93E7-4493-8D65-96008C3E7AC2;;1;158,0;;3440J0036
58959;11;26/09/2024 00:00:00;5D2B1A70-74E1-486B-A995-9FFCE71EB2F0;100000632486;1;44,0;;3440J0036
58964;31;29/09/2024 00:00:00;6f6b761f-c78f-4140-bc27-05d40ab39da3;;1;;;3440J0021
58972;22;25/09/2024 09:04:00;1E2B63AB-7615-4769-91AE-9081CBC3D23E;;1;;131,0;3440J0022
58973;21;25/09/2024 09:36:00;47195B2F-F278-4E9E-9592-B5FA7C152ECE;;1;;110,0;3440J0022
58974;12;27/09/2024 00:00:00;CBDFFE10-A862-40C3-A93F-5054E7AB0DFF;;1;;54,0;3440J0022
58975;12;28/09/2024 00:00:00;CF9371DD-50B9-4648-98D1-AB1B8E060E64;;1;;65,0;3440J0022
58977;31;26/09/2024 14:41:00;A0C47F91-27F5-4C9E-A610-5339CA28FF88;;1;199,0;;3440J0023
58979;22;29/09/2024 17:48:00;3869C458-BBF2-4F6A-9E0A-524A96BE4A7A;;1;;;3440J0023
58986;12;26/09/2024 00:00:00;42167714-9343-4C51-AA33-D1FFE28BDE27;;1;38,0;38,0;5045J0003
58990;12;27/09/2024 17:01:00;44B22240-E6FB-46AD-924C-9BC9BB67BEC1;;1;43,0;;5007J0209
58991;11;20/09/2024 00:00:00;f7d5a686-3df6-47f0-9e23-751b48709cc6;;1;65,0;64,0;ERR
58992;11;29/09/2024 17:35:00;31A429C8-F0A5-41CF-BDC2-A0277DA88410;;1;61,0;;5007J0209
58993;21;20/09/2024 00:00:00;2f61b4cd-29ab-41ca-8e2e-5ea1aed3504c;;1;135,0;;ERR
58994;32;28/09/2024 17:00:00;60FEF726-85A4-4A72-93BF-F2CF0CD61733;;1;146,0;146,0;5007J0209
58997;12;25/09/2024 00:00:00;216c97c4-f7a6-403f-bfde-ca62ec1ac729;;1;60,5;58,0;5007J0210
58998;21;25/09/2024 00:00:00;62a23c86-6b66-43e6-86f5-251f9199ec6e;;1;104,0;101,0;5007J0210
59003;11;25/09/2024 00:00:00;1a8c56f8-1a8b-4850-b060-e0dfe739bf3d;100000519898;1;49,0;;5007J0208
59005;12;26/09/2024 00:00:00;35461c5f-6307-4698-9cf3-c1961c975a8a;;1;38,0;38,0;5007J0208
59011;12;27/09/2024 09:16:00;C61A9DC4-AD0C-4466-8F01-F09A4B7080B1;;1;55,0;;5006J0086
59012;11;30/09/2024 14:16:00;7000FEAB-4D14-4039-A626-D2827528133C;;1;47,0;;5006J0086
59023;12;28/09/2024 00:00:00;19cc7d9c-345a-4dcb-8114-7110387eae9f;;1;;;5006J0089
59024;12;29/09/2024 00:00:00;12f13954-f488-4802-a5b9-e9a7d58dc424;;1;;;5006J0089
59030;31;29/09/2024 00:00:00;3f5f6822-b8cf-448b-9145-e08f57c2650c;;1;228,0;;5524J0125
59050;21;26/09/2024 08:27:00;;;1;171,0;;5035J0049
59059;12;13/09/2024 00:00:00;F25CCACF-641B-4FED-A088-1A6BFA564D12;100000519398;2;30,0;;5035J0048
59087;22;30/09/2024 00:00:00;e816cf86-61cc-42c7-8e22-dfcc5825e11e;;1;124,0;;5034J0024
59106;12;30/09/2024 00:00:00;861b9ba3-ce97-438c-b5e0-34a190016c49;;1;39,0;39,0;5007J0002
59108;21;27/09/2024 00:00:00;9b043a14-f332-4ad5-924d-3e09cff42413;;1;107,0;;5007J0002
59109;22;25/09/2024 00:00:00;8961a5d1-ea48-40c4-8150-5e1abb7b0015;;1;91,0;;5007J0002
59110;31;30/09/2024 00:00:00;68b716a5-37a2-4c7f-bb0a-d1f6b4f24789;;1;190,0;;5007J0002
59113;21;25/09/2024 00:00:00;f476b8e2-4075-4201-a3e5-ae18185cdc72;100000565616;1;95,0;;5007J0265
59117;12;27/09/2024 16:20:00;C1747CD1-24B0-4E0D-9827-383C60976AB5;100000350009;1;49,0;;5007J0007
59121;11;28/09/2024 12:06:00;C368D2DB-CDA7-449A-B2A8-F7166BD4C7B9;100000627895;1;47,0;;5007J0012
59122;12;27/09/2024 15:17:00;FE350024-5151-4230-AF6B-6107852166A1;100000627898;1;51,0;;5007J0012
59123;21;26/09/2024 14:31:00;6FCBE469-3AE8-4670-B0D6-3738A37120A0;100000627899;1;136,0;;5007J0012
59124;12;28/09/2024 00:00:00;78622336-97ad-4653-9b4d-c63b663cbbdd;;1;48,0;;5007J0017
59125;11;26/09/2024 00:00:00;16ea2f6e-0428-4385-84a3-b5fdb38edc92;;1;54,0;54,0;5007J0017
59126;31;26/09/2024 00:00:00;cefa79e2-3620-47b5-97e5-4c4f456890cf;;1;141,0;;5007J0017
59127;12;30/09/2024 00:00:00;522d83c8-e172-4896-966d-7b4924a7aa2d;;1;42,0;;5007J0264
59144;22;26/09/2024 00:00:00;f96f0ac4-491f-4d70-9202-a5ad5f423796;100000493152;1;97,0;;5034J0006
59147;12;01/10/2024 05:22:00;;;1;63,0;;5034J0009
59152;12;27/09/2024 00:00:00;7efed7b7-d17d-4d02-8be4-e5c63bef574c;100000628697;1;49,0;;5034J0011
59171;31;29/09/2024 00:00:00;6A51CF2D-364F-480E-B9FD-F5730422E463;;1;217,0;217,0;5034J0030
59180;12;26/09/2024 07:37:00;DDC45FED-2D7A-4DFF-87F9-165AA032AD12;;1;53,0;53,0;5034J0007
59191;11;23/09/2024 14:40:00;4AE17D71-24BC-43BA-B613-79AC2D18CEB8;;1;11,0;222,0;0000J0018
59192;21;23/09/2024 14:37:00;EB8D4E14-60C7-4BA2-83CF-DDCB977580AD;;1;77,0;88,0;0000J0018
59193;12;23/09/2024 14:33:00;655FC800-9803-4AFE-A5DB-7A3701BC58CE;;1;99,0;103,0;0000J0018
59205;31;27/09/2024 08:25:00;C37C500E-5820-4A09-B5C8-E3FF74FA0589;;1;;;3440J0004
59210;32;27/09/2024 07:57:00;206D83C5-861D-441F-B849-5C513D4EAD47;100000509595;1;138,0;137,0;3440J0003
59211;21;29/09/2024 00:00:00;7945DF9E-6A83-49F6-A985-69719E027D37;100000504961;1;128,0;;3440J0003
59217;31;27/09/2024 00:00:00;e987bd16-ef2a-4ea8-aec5-c6d367bea3d2;100000505119;1;215,7;;3440J0008
59220;11;28/09/2024 00:00:00;77919321-bdb3-4555-9f45-9a05a0578518;100000505118;1;53,5;;3440J0008
59221;11;30/09/2024 00:00:00;f06702a5-85a1-45b8-bf57-d1977079387b;100000505117;1;61,5;;3440J0008
59228;31;25/09/2024 00:00:00;37e5f043-94f5-47ce-8725-ae202b70a9e8;;1;;;3440J0011
59230;21;26/09/2024 00:00:00;b6935698-eb86-4dc7-8b29-225be262d9ad;;1;;;3440J0011
59231;21;29/09/2024 00:00:00;099097b6-fef1-4ecd-be3c-8c99280739be;;1;;;3440J0011
59232;12;27/09/2024 00:00:00;fc3e9c09-9e85-4fd4-acb7-bb68af345406;;1;;;ERR
59262;31;23/09/2024 14:38:00;AEA0AC0A-F57E-4498-9E85-7D112E991B8E;;1;12,0;200,0;0000J0018
59263;21;11/09/2024 11:42:00;073F790C-A8B0-4DCA-ADC1-1345C352CD77;100000000999;1;0,0;44,0;0000J0018
59266;12;09/09/2024 08:36:00;E59316F0-B06B-4F29-A3A9-95FCFA593DB3;100000518162;2;28,0;;4010J0049
59274;11;20/09/2024 00:00:00;4cdd5403-85a1-4bbf-9fa7-6752e5e76c79;100000395981;2;22,0;;4010J0053
59275;11;21/09/2024 00:00:00;5b3d18d7-22bf-45ba-998a-87ce18986097;100000395982;2;28,0;;4010J0053
59299;11;12/09/2024 07:06:00;7FF1831B-7AC1-4FED-BB78-896D9F95C0D0;100000518124;2;15,0;;4010J0007
59368;12;24/09/2024 13:20:00;A112001E-EA68-449B-8081-C8EDFD843482;;1;;;0000J0018
59399;21;02/09/2024 21:56:00;;;2;46,0;;3423J0145
59400;11;02/09/2024 07:43:00;;;2;22,0;;3423J0145
59417;31;30/08/2024 00:00:00;2604019d-a7e9-43eb-bb41-2177b89f3ada;;1;200,0;;0000J0018
59420;22;29/09/2024 00:00:00;d4941266-3f0f-43d9-80f0-122e53a85ef9;100000123321;1;143,0;;1806J0002
59431;12;30/09/2024 00:00:00;db0101bc-af2c-4792-8a67-e2bee0ac790b;;1;61,0;;5524J0127
59433;31;26/09/2024 00:00:00;4b67dfe8-a6c7-40d2-a817-c497bf9670ca;;1;229,0;;5524J0127
59436;32;25/09/2024 00:00:00;33dfa02d-e4a9-4747-9471-888ab4aa8cde;;1;148,0;146,0;3422J0026
59437;22;26/09/2024 00:00:00;56b6e537-aa7d-4837-84cf-343d489d0e1c;;1;90,0;;3422J0026
59438;22;27/09/2024 00:00:00;da730044-ee3f-4110-8bcf-3075e9a633ed;;1;114,0;;3422J0026
59439;31;27/09/2024 00:00:00;00573c90-8b62-44a5-9502-0996cb8da531;;1;142,0;142,0;3422J0026
59440;22;28/09/2024 00:00:00;141c85b3-cea6-4ec6-8dfe-88fc03ba204c;;1;113,0;;3422J0026
59445;31;25/09/2024 00:00:00;a44cba3f-57c2-4878-911d-0b5440206d4f;;1;253,0;;3422J0026
59446;31;26/09/2024 18:05:00;35CA1FE4-69E1-48C1-82F4-4F8E1AB2B6BD;;1;178,0;;3422J0026
59447;31;01/10/2024 00:00:00;ddd69a54-7baa-4386-9b10-924c514ed8fa;;1;187,0;;3422J0026
59467;31;28/09/2024 11:36:00;63E45683-0B79-43CC-98F4-D3C169E6A61D;;1;0,0;;5512J0002
59469;21;28/09/2024 11:37:00;7406054B-B29A-4447-8FBC-7C7F6C60AE13;;1;0,0;;5512J0002
59477;12;02/09/2024 00:00:00;7e66db39-e3b0-4491-9bf1-4aa7d6f0fb0d;;2;27,0;;3424J0251
59487;21;07/09/2024 20:16:00;38F3AAFE-63CC-4017-8BA6-14DEE2E4207A;;2;47,0;;4616J0106
59488;22;07/09/2024 20:17:00;AAD8EFEE-9D6E-430D-BC29-4EAB3A07D174;;2;36,0;;4616J0106
59500;12;07/09/2024 00:00:00;83DE7E27-18E4-4180-96A6-7B88A6B00873;;2;23,0;;1108J0014
59503;31;15/09/2024 00:00:00;5508F11F-5922-44D1-9579-16ED2B84EB51;;2;75,0;;1108J0014
59524;11;28/09/2024 15:35:00;80B29F47-031E-49C3-BAD0-A97785D26D19;100000282368;1;59,0;58,0;5031J0004
59526;21;01/10/2024 15:56:00;F7D0D1C5-EC05-4E61-B3CE-211D51F68BBD;;1;;;5031J0004
59539;11;25/09/2024 17:29:00;9B154778-FB36-46D2-8A23-708EF953C150;100000427902;1;56,0;;5031J0003
59540;21;27/09/2024 16:50:00;E3024A6F-693B-4AF6-B962-23979810E0BE;100000546909;1;162,0;;5031J0003
59541;11;30/09/2024 12:17:00;4FEB6399-12E5-4627-B607-CD1891E4A9FF;;1;;;5031J0003
59542;12;04/09/2024 00:00:00;C8500751-A5E8-49D7-888A-0EB8A9D64489;;2;22,0;;5021J0035
59560;12;13/09/2024 00:00:00;0bdfba14-2d2d-4cc4-aa4c-2b296a237c97;;2;13,0;;4646J0033
59561;12;13/09/2024 00:00:00;b47ad170-006f-41a0-851a-5bec6ebf9af5;;2;23,0;;4646J0033
59562;31;15/09/2024 00:00:00;d035369e-d00c-4241-8ff9-ab14db32a8f8;;2;69,0;;4646J0033
59566;12;29/09/2024 00:00:00;;;1;62,0;;5025J0032
59567;12;29/09/2024 00:00:00;;;1;72,0;;5025J0032
59568;22;26/09/2024 00:00:00;;;1;119,0;;5025J0032
59595;22;28/09/2024 00:00:00;3aa54988-616d-4c10-b77f-39f3264e2d58;;1;108,0;;1840J0014
59596;31;27/09/2024 00:00:00;eff3990c-0a10-4bc6-b002-0a7da4a024d6;;1;175,0;;1840J0014
59606;31;26/09/2024 18:09:00;FAAEB9C1-529B-4CE7-B90D-1D608E87E713;;1;;;5512J0019
59608;22;27/09/2024 18:37:00;BD8C5BB2-62C9-4972-A281-EA2D3A4BDBCD;;1;;;5512J0019
59611;31;27/09/2024 00:00:00;6e7eb842-cad0-454d-8548-5c0a7514aca9;;1;;;5512J0018
59612;32;26/09/2024 00:00:00;61994462-b4a8-47ba-877f-e5dc5d0074eb;;1;;;5512J0018
59614;11;26/09/2024 00:00:00;f8912b04-766c-4ba1-b5ce-ab78e1dfd510;;1;;;5512J0018
59621;11;30/08/2024 08:11:00;4BB1E76D-5804-4C5D-BC9E-139D4497A779;;1;951,0;200,0;ERR
59623;11;26/09/2024 20:36:00;CD3213D9-F116-41CB-9C5D-2EA5FB632A29;;1;44,0;;5060J0022
59624;11;29/09/2024 22:13:00;1F9D00B2-C3BE-4BE2-95D0-F14156C42730;;1;50,3;;5060J0022
59625;11;29/09/2024 22:22:00;11AAFBD0-576C-4444-AB11-4D33E116B018;;1;42,0;;5060J0022
59634;32;06/09/2024 07:15:00;0DC6038C-35D7-4D2D-B606-EF647B344C24;;1;999,0;97,0;0000J0018
59635;32;09/09/2024 07:57:00;BD1EF57A-6CC3-4BB5-82BB-DB77D7C2FB05;;1;134,0;88,0;0000J0018
59637;21;25/09/2024 08:04:00;56614C68-61EB-4E08-888E-C98826E8DFBE;;2;123,0;;0000J0018
59638;22;01/10/2024 16:13:00;357EE0DB-C42E-49A5-BC07-0C0E88C14F3D;;1;;;5524J0096
59639;21;01/10/2024 16:14:00;38CADDB3-2AC2-44F9-86D5-F3F54355B114;;1;;;5524J0096
59640;31;01/10/2024 16:15:00;1EB27053-4C13-44DC-B64B-6E44FB8F9DA3;;1;;;5524J0096
59641;11;29/09/2024 00:00:00;94bd6c7f-2abf-4317-aa20-f490e37f68c9;;1;67,0;;5524J0002
59645;32;26/09/2024 00:00:00;2e0127d3-6138-474d-a614-f33d9057bec5;100000618774;1;218,0;;5524J0001
59646;11;25/09/2024 19:40:00;55D31316-BA7F-48DB-BC52-0FC0925EF7D6;100000410069;1;62,0;;5524J0086
59647;12;27/09/2024 16:14:00;730FF38A-CD42-410C-A32A-41CB84E094E0;100000373621;1;80,0;;5524J0086
59648;32;27/09/2024 16:10:00;D9C0660D-B774-4CA1-984B-C519A3D4EC79;100000410068;1;190,0;;5524J0086
59650;21;27/09/2024 00:00:00;44139a8d-1fb3-4b9c-8727-f241ddb2bf96;;1;;;5524J0110
59652;32;28/09/2024 00:00:00;e48ba151-c50a-44ae-a1f3-5d3a0a35dc8f;;1;;;5524J0110
59653;11;29/09/2024 16:51:00;4457A9EE-E5F3-4E51-9A35-5B8BE8EA9AB3;100000497383;1;61,0;;5524J0118
59654;21;01/10/2024 07:26:00;22B3AFFD-5298-4924-8019-7BE5F36450DE;100000497381;1;180,0;;5524J0118
59665;22;30/09/2024 00:00:00;52bf33f4-1ef3-4070-b813-b9f0bac6a796;;1;;;5524J0003
59669;31;28/09/2024 00:00:00;bf419e12-d7bc-4f69-a02b-a1a7979f2921;;1;299,0;;5524J0134
